Extractor,Compression Ratio
GCIS,3.3989548683166504e-05
PlainSlp_32Fblc,3.691762685775757e-06
PlainSlp_FblcFblc,1.8514692783355713e-06
PlainSlp_IblcFblc,2.1420419216156006e-06
PoSlp_Iblc,2.5480985641479492e-06
PoSlp_Sd,3.4347176551818848e-06
