Extractor,Compression Ratio
GCIS,0.1400257708262147
PlainSlp_32Fblc,0.2694403212546432
PlainSlp_FblcFblc,0.19678351954620457
PlainSlp_IblcFblc,0.18900172545620875
PoSlp_Iblc,0.08672268972679259
PoSlp_Sd,0.09203418605749722
