n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.735315,1.774185,2.075595,2.26623,45.55265,45.842
10,9.837735,1.582135,1.91174,2.062505,48.91395,50.05045
100,33.11,3.193785,4.2789649999999995,4.667355000000001,105.78450000000001,110.4245
1000,278.28,16.72135,24.81505,27.12125,622.622,693.5609999999999
