n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.6043199999999995,1.970545,2.48904,2.545375,38.367850000000004,30.9696
10,7.248925,1.1478199999999998,1.31764,1.47661,35.01505,36.10485
100,31.8617,2.6517049999999998,3.54135,3.9314799999999996,88.90125,96.29515
1000,270.2355,16.63325,23.98805,27.1995,610.1355,690.7345
