n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,8.86856,2.58559,2.661305,2.902305,49.668549999999996,50.05395
10,13.81245,1.97647,2.398295,2.5976850000000002,54.946600000000004,55.91355
100,35.19155,3.46192,4.455445,6.631925000000001,106.935,104.54050000000001
1000,263.8445,15.709900000000001,22.41875,25.26895,523.6385,584.9594999999999
