n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.971945,1.81394,1.601445,1.691785,32.051100000000005,32.5869
10,8.87669,1.6705,2.38082,2.252995,37.6174,38.810050000000004
100,34.89619999999999,3.0507,3.87078,4.306145,90.0365,97.09885
1000,283.94849999999997,14.4697,21.086199999999998,24.1463,600.62,664.7835
