Extractor,Compression Ratio
GCIS,0.04865473747253418
PlainSlp_32Fblc,0.1002359676361084
PlainSlp_FblcFblc,0.07380059242248535
PlainSlp_IblcFblc,0.07131049156188965
PoSlp_Iblc,0.03369983673095703
PoSlp_Sd,0.03662881851196289
