n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,6.259475,4.103645,4.283194999999999,4.901485,173.012,173.3485
10,12.453050000000001,3.5047699999999997,4.646850000000001,5.26379,173.272,174.1395
100,53.8559,5.76568,7.4188,8.38626,241.89499999999998,248.958
1000,329.991,26.81395,27.9294,31.42625,752.9929999999999,822.2860000000001
