n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.4879999999999995,2.88148,3.713325,4.2795950000000005,158.0075,158.586
10,8.156780000000001,3.140335,5.62169,6.4314599999999995,163.7525,164.945
100,46.0436,4.927315,6.78621,7.5440249999999995,217.344,225.1285
1000,264.568,24.602600000000002,26.344250000000002,29.3442,727.557,795.3125
