n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,14.08765,2.09878,2.67537,2.16707,46.06365,36.761399999999995
10,16.334000000000003,1.308955,1.58365,1.72091,43.0359,44.018950000000004
100,41.040350000000004,3.51255,3.68794,4.096495,96.82225,104.18549999999999
1000,266.726,17.93335,21.9542,24.8256,620.567,687.549
