n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,8.331495,1.35083,1.53758,1.62988,33.6202,33.964
10,9.68523,1.921765,2.30382,1.940795,38.92035,39.82595
100,34.39675,2.81394,3.81242,4.146739999999999,89.67145,95.99535
1000,284.96799999999996,13.496500000000001,21.43455,23.5426,583.8335,642.1455000000001
