Extractor,Compression Ratio
GCIS,0.004701766967773437
PlainSlp_32Fblc,0.009903697967529297
PlainSlp_FblcFblc,0.006639251708984375
PlainSlp_IblcFblc,0.006334362030029297
PoSlp_Iblc,0.0034189605712890625
PoSlp_Sd,0.003781614303588867
