n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,3.35072,0.395292,0.5169105,0.6167295,9.50008,9.950099999999999
10,3.9832400000000003,0.46462000000000003,0.616892,0.7545850000000001,11.86495,12.61525
100,10.1329,0.9379315,1.4142700000000001,1.9221949999999999,35.00465,39.191649999999996
1000,69.8708,5.53557,9.269784999999999,13.431049999999999,266.2165,304.3275
