Extractor,Compression Ratio
GCIS,0.5031499748084817
PlainSlp_32Fblc,0.8853879979204105
PlainSlp_FblcFblc,0.7314077425260606
PlainSlp_IblcFblc,0.7115233897608074
PoSlp_Iblc,0.302963029134338
PoSlp_Sd,0.32508397121408605
