n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.94732,0.9652799999999999,1.0922100000000001,1.1723,30.3018,30.604
10,7.739755000000001,1.134115,1.34583,1.442295,35.92705,36.8124
100,34.4041,2.36478,3.242165,3.5602850000000004,88.77255,107.31200000000001
1000,278.64300000000003,12.74285,20.0778,22.3694,599.919,659.3585
