Extractor,Compression Ratio
GCIS,0.056581550031262806
PlainSlp_32Fblc,0.1136883165145492
PlainSlp_FblcFblc,0.08650213161669262
PlainSlp_IblcFblc,0.08312266721952155
PoSlp_Iblc,0.03906226629400423
PoSlp_Sd,0.042294917099381234
