n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.82105,1.033265,1.2190050000000001,1.3312650000000001,32.65235,33.21254999999999
10,8.43802,1.21783,1.489805,1.6331600000000002,37.77035,38.8987
100,32.2672,2.658455,3.422485,3.819835,86.52025,92.84955
1000,263.23249999999996,14.18495,21.22965,24.1346,559.384,617.471
