n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.693175,1.23065,1.38098,1.492835,27.3933,27.6386
10,7.577154999999999,1.13741,1.3395299999999999,1.645595,32.791250000000005,33.745850000000004
100,34.2264,2.49061,4.412325,4.846845,83.77265,90.4863
1000,292.92100000000005,14.251249999999999,22.0783,24.5013,585.4825000000001,641.5985000000001
