n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.62852,1.053385,1.15834,1.263755,28.6477,29.17015
10,8.237684999999999,1.20225,1.3887,1.5065,33.26505,34.1907
100,32.1286,2.496085,3.35256,3.6244750000000003,76.0217,82.60929999999999
1000,262.678,14.5286,21.878149999999998,23.94485,497.408,558.7785
