n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,3.6186,0.5673900000000001,0.6919985,0.7722855,22.88395,23.098550000000003
10,6.74966,0.733347,0.9062995,1.01409,28.0644,28.8099
100,36.245000000000005,1.88894,2.61637,3.0118099999999997,76.12905,82.38059999999999
1000,325.27250000000004,12.468350000000001,18.8858,22.17605,548.587,617.3354999999999
