n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,2.4054149999999996,0.385236,0.49522,0.5855815,8.370004999999999,11.53675
10,2.889685,0.45687449999999996,0.600037,0.7266515,10.68,11.53135
100,7.569485,0.9346135,1.398155,1.8786749999999999,33.6347,38.0577
1000,53.15625,5.46047,9.24478,13.1997,273.3095,303.2555
