Extractor,Compression Ratio
GCIS,0.05926812461649665
PlainSlp_32Fblc,0.1106465133987684
PlainSlp_FblcFblc,0.08418790585494637
PlainSlp_IblcFblc,0.0816393601189483
PoSlp_Iblc,0.03791299488842113
PoSlp_Sd,0.04247191389778395
