Extractor,Compression Ratio
GCIS,0.6098999366815309
PlainSlp_32Fblc,1.2022928295870698
PlainSlp_FblcFblc,0.9909010334037696
PlainSlp_IblcFblc,0.9510734123791501
PoSlp_Iblc,0.4042173462969334
PoSlp_Sd,0.41535418733034096
