Extractor,Compression Ratio
GCIS,0.04715206146240234
PlainSlp_32Fblc,0.09677557945251465
PlainSlp_FblcFblc,0.07125283241271972
PlainSlp_IblcFblc,0.06876273155212402
PoSlp_Iblc,0.03255054473876953
PoSlp_Sd,0.0356376838684082
