Extractor,Compression Ratio
GCIS,0.20735524554767062
PlainSlp_32Fblc,0.34579864667885696
PlainSlp_FblcFblc,0.2697996639763012
PlainSlp_IblcFblc,0.25974820400754195
PoSlp_Iblc,0.11617104189947064
PoSlp_Sd,0.1260998933615008
