n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,6.07017,8.289915,8.594055,10.0975,439.119,439.717
10,8.902885,8.72335,9.359494999999999,13.6351,437.9475,438.9225
100,34.82535,9.15015,12.7049,14.5781,530.069,538.0070000000001
1000,279.698,22.63365,32.226,36.17295,1050.9850000000001,1121.295
