n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,3.242185,0.781495,0.844943,0.954221,25.513800000000003,25.654899999999998
10,6.117965,0.8894945,1.061345,1.15984,30.683300000000003,31.346449999999997
100,33.1502,2.05981,2.971265,3.2806699999999998,80.9628,86.86420000000001
1000,295.437,12.60595,21.1342,23.58725,579.439,633.252
