Extractor,Compression Ratio
GCIS,0.0022377044533211958
PlainSlp_32Fblc,0.004054603025272235
PlainSlp_FblcFblc,0.0028340093542679645
PlainSlp_IblcFblc,0.0026957408987459018
PoSlp_Iblc,0.0014434146407223624
PoSlp_Sd,0.0015936969566039006
