Extractor,Compression Ratio
GCIS,0.003405814032601087
PlainSlp_32Fblc,0.0076801851380835515
PlainSlp_FblcFblc,0.004980204443065187
PlainSlp_IblcFblc,0.004811314153069908
PoSlp_Iblc,0.0026715951381718456
PoSlp_Sd,0.002970306497497085
