Extractor,Compression Ratio
GCIS,0.03852133426244461
PlainSlp_32Fblc,0.07205997609317678
PlainSlp_FblcFblc,0.05124388359855792
PlainSlp_IblcFblc,0.048473625154868145
PoSlp_Iblc,0.023956708053054044
PoSlp_Sd,0.026915945499358385
