n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.49949,0.7242325000000001,0.8755489999999999,0.9807945,27.075899999999997,27.33465
10,6.93292,0.860185,1.04708,1.180675,31.342550000000003,32.080749999999995
100,30.211,1.6298300000000001,2.294715,2.732635,69.6497,75.10925
1000,259.21299999999997,8.513605,14.0141,17.39135,449.779,501.365
