Extractor,Compression Ratio
GCIS,1.7014521899231434
PlainSlp_32Fblc,4.031046709682259
PlainSlp_FblcFblc,3.104381252806144
PlainSlp_IblcFblc,2.959954048183494
PoSlp_Iblc,1.234025111059876
PoSlp_Sd,1.2510331022964325
