n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.240795,2.177085,2.631735,2.8636299999999997,53.96325,54.37675
10,7.97733,2.3474,3.2083399999999997,2.7626150000000003,63.517399999999995,64.60405
100,31.54195,3.829605,6.471819999999999,5.932729999999999,120.304,128.148
1000,252.37099999999998,17.080550000000002,24.25475,27.984450000000002,663.3205,734.299
