Extractor,Compression Ratio
GCIS,3.472005838762706e-05
PlainSlp_32Fblc,1.9371866591247525e-06
PlainSlp_FblcFblc,9.89122282597417e-07
PlainSlp_IblcFblc,1.2205395713560578e-06
PoSlp_Iblc,1.8364081624072798e-06
PoSlp_Sd,2.6650313576398326e-06
