n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.977925,1.23819,1.43116,1.529395,32.997550000000004,33.345349999999996
10,7.84632,1.65246,1.73932,1.8566349999999998,38.98205,40.047349999999994
100,33.3327,3.070825,4.10316,4.474145,94.7096,102.32149999999999
1000,283.16200000000003,16.372799999999998,24.4056,26.783549999999998,634.7180000000001,704.0335
