Extractor,Compression Ratio
GCIS,0.5153843260878335
PlainSlp_32Fblc,0.9565771946603377
PlainSlp_FblcFblc,0.7440059694693955
PlainSlp_IblcFblc,0.7220001588384789
PoSlp_Iblc,0.3135159989847784
PoSlp_Sd,0.34187583201108
