n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,4.752605,1.52134,1.5602399999999998,1.665355,29.29735,29.603949999999998
10,7.704395,1.2893949999999998,1.495485,1.59609,34.625249999999994,35.54385
100,35.07635,2.652885,3.58174,3.9409549999999998,89.99865,96.8896
1000,297.952,14.524650000000001,22.13325,24.7489,631.2384999999999,697.191
