Extractor,Compression Ratio
GCIS,0.42848093740765364
PlainSlp_32Fblc,0.7596686959773936
PlainSlp_FblcFblc,0.6094051626218971
PlainSlp_IblcFblc,0.5852118771239657
PoSlp_Iblc,0.255335990599143
PoSlp_Sd,0.2754422927748227
