n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.062585,0.613918,1.19156,1.10423,26.7949,36.3418
10,6.3311150000000005,0.7676605000000001,0.979372,1.0899999999999999,32.4345,33.27475
100,29.408749999999998,2.55086,3.60352,4.09313,85.00845000000001,91.54845
1000,254.4785,11.80425,18.6921,21.457349999999998,585.192,646.751
