n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,3.40551,0.8636575,0.9551505,1.021135,24.625500000000002,24.78555
10,5.872915,1.36829,1.601015,1.80541,30.62285,31.3915
100,32.86385,2.58652,3.52377,3.753935,86.88995,93.63745
1000,296.0425,16.29515,24.93025,26.65955,637.6890000000001,708.3425
