n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,5.39015,1.353055,1.5038399999999998,1.606165,31.50205,31.92275
10,8.025504999999999,1.9529899999999998,2.28659,2.4349999999999996,37.09285,38.152699999999996
100,34.9584,3.07191,5.16686,4.41566,88.4827,95.6743
1000,261.65049999999997,16.1423,23.46765,26.03965,587.0235,654.8885
