Extractor,Compression Ratio
GCIS,0.4308211132886415
PlainSlp_32Fblc,0.7689934301966088
PlainSlp_FblcFblc,0.6168851597776264
PlainSlp_IblcFblc,0.5988827566043609
PoSlp_Iblc,0.25769647929043865
PoSlp_Sd,0.27571698902253794
