Extractor,Compression Ratio
GCIS,0.16910790460064484
PlainSlp_32Fblc,0.2718240252151407
PlainSlp_FblcFblc,0.206108976423104
PlainSlp_IblcFblc,0.1986060614552368
PoSlp_Iblc,0.09134129595248593
PoSlp_Sd,0.09900140542875917
