Extractor,Compression Ratio
GCIS,0.2739000936360581
PlainSlp_32Fblc,0.537887114392218
PlainSlp_FblcFblc,0.4314921746360997
PlainSlp_IblcFblc,0.4132212917992602
PoSlp_Iblc,0.180943960713985
PoSlp_Sd,0.1897495998449183
