Extractor,Compression Ratio
GCIS,0.10535602334916638
PlainSlp_32Fblc,0.15565784785633938
PlainSlp_FblcFblc,0.11802691987395206
PlainSlp_IblcFblc,0.11181478923817742
PoSlp_Iblc,0.05257574668404358
PoSlp_Sd,0.05795569855674384
