Extractor,Compression Ratio
GCIS,0.530833388
PlainSlp_32Fblc,0.937815563
PlainSlp_FblcFblc,0.838047981
PlainSlp_IblcFblc,0.804495147
PoSlp_Iblc,0.33550482
PoSlp_Sd,0.339817494
