n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,ERROR,1.749255,1.9430399999999999,2.0882050000000003,38.4778,39.1951
10,11.613050000000001,1.995965,2.327235,2.43153,44.8705,46.33485
100,54.28375,3.882985,5.05982,5.3464849999999995,103.4125,111.932
1000,345.26099999999997,20.1581,28.980150000000002,31.162100000000002,669.528,745.8354999999999
