n,GCIS,PlainSlp_32Fblc,PlainSlp_FblcFblc,PlainSlp_IblcFblc,PoSlp_Iblc,PoSlp_Sd
1,2.600355,0.4378605,0.5501,0.644891,10.2606,10.6451
10,3.312535,0.527773,0.6716415,0.801299,12.78745,13.537849999999999
100,10.02725,1.045845,1.5268350000000002,1.9963549999999999,37.4658,42.10205
1000,78.05935,5.8742,9.668379999999999,13.53255,283.6725,327.075
